"strech_id","strech_name"
677,"SAHAGUN - LIVERPOOL"
678,"SAHAGUN - QUERETARO"
679,"SAHAGUN - TULA II"
680,"SAHAGUN - TULA I"
681,"SAHAGUN - SN MARTIN TEXMELUCAN"
682,"SAHAGUN - ATITALAQUIA"
683,"SAHAGUN - APAXCO"
684,"SAHAGUN - AJOLOAPAN"
685,"SAHAGUN - PACHUCA"
686,"SAHAGUN - SANCTORUM"
687,"SAHAGUN - CALPULALPAN"
688,"SAHAGUN - TULANCINGO"
689,"CALPULALPAN-ATLACOMULCO"
690,"CALPULALPAN - ACAMBAY"
691,"CALPULALPAN - JILOTEPEC"
692,"CALPULALPAN - LIVERPOOL"
693,"CALPULALPAN - QUERETARO"
694,"CALPULALPAN - TULA II"
695,"CALPULALPAN - TULA I"
696,"CALPULALPAN - ATITALAQUIA"
697,"CALPULALPAN - APAXCO"
698,"CALPULALPAN - AJOLOAPAN"
699,"CALPULALPAN - SN MARTIN TEXMELUCAN"
700,"CALPULALPAN - PACHUCA"
701,"CALPULALPAN - TULANCINGO"
702,"CALPULALPAN - SANCTORUM"
703,"CALPULALPAN - SAHAGUN"
704,"SANCTORUM - ATLACOMULCO"
705,"SANCTORUM - ACAMBAY"
706,"SANCTORUM - JILOTEPEC"
707,"SANCTORUM - LIVERPOOL"
708,"SANCTORUM - QUERETARO"
709,"SANCTORUM - TULA II"
710,"SANCTORUM - TULA I"
711,"SANCTORUM - ATITALAQUIA"
712,"SANCTORUM - APAXCO"
713,"SANCTORUM - AJOLOAPAN"
714,"SANCTORUM - PACHUCA"
715,"SANCTORUM - TULANCINGO"
716,"SANCTORUM - SN MARTIN TEXMELUCAN"
717,"SANCTORUM - SAHAGUN"
718,"SANCTORUM - CALPULALPAN"
719,"SN MARTIN TEXMELUCAN - ATLACOMULCO"
720,"SN MARTIN TEXMELUCAN - ACAMBAY"
721,"SN MARTIN TEXMELUCAN - JILOTEPEC"
722,"SN MARTIN TEXMELUCAN - LIVERPOOL"
723,"SN MARTIN TEXMELUCAN - QUERETARO"
724,"SN MARTIN TEXMELUCAN - TULA II"
725,"SN MARTIN TEXMELUCAN - TULA I"
726,"SN MARTIN TEXMELUCAN - ATITALAQUIA"
727,"SN MARTIN TEXMELUCAN - AJOLOAPAN"
728,"SAN MARTIN TEXMELUCAN - APAXCO"
729,"SN MARTIN TEXMELUCAN - PACHUCA"
730,"SN MARTIN TEXMELUCAN - TULANCINGO"
731,"SN MARTIN TEXMELUCAN - SAHAGUN"
732,"SN MARTIN TEXMELUCAN - CALPULALPAN"
733,"SN MARTIN TEXMELUCAN - SANCTORUM"
734,"SN MARTIN TEXMELUCAN (ABIERTO)"
735,"APAXCO - SAN MARTIN TEXMELUCAN"
736,"APAXCO - SANCTORUM"
737,"APAXCO - ATLACOMULCO"
738,"APAXCO - ACAMBAY"
739,"APAXCO - CALPULALPAN"
740,"APAXCO - SAHAGUN"
741,"APAXCO - TULANCINGO"
742,"APAXCO - JILOTEPEC"
743,"APAXCO - LIVERPOOL"
744,"APAXCO - AUT(MEXICO - QUERETARO)"
745,"APAXCO - AUT (MEXICO - PACHUCA)"
746,"APAXCO - TULA II"
747,"APAXCO - TULA I"
748,"APAXCO - AJOLOAPAN"
749,"APAXCO - ATITALAQUIA"
750,"TIJUANA-TECAT Y -LIB. DE TECATE"
751,"ENT.  PASO DEL AGUILA-TIJUANA"
752,"ENT. SANDOVAL - ENT. PASO DEL AGUILA"
753,"LIBRAMIENTO DE TECATE"
754,"PLANTA DART-VALLE REDONDO TIJUANA"
755,"ent. Esperanza-ent sandoval"
756,"CERRILLO - SAN NICOLAS"
757,"CERRILLO - AYOTUXCO"
758,"CERRILLO - CHAMAPA AUTOVAN"
759,"SAN NICOLAS - AYOTUXCO"
760,"SAN NICOLAS - CHAMAPA AUTOVAN"
761,"SAN NICOLAS - CERRILLO"
762,"AYOTUXCO - CHAMAPA AUTOVAN"
763,"AYOTUXCO - SAN NICOLAS"
764,"AYOTUXCO - CERRILLO"
765,"CHAMAPA AUTOVAN - AYOTUXCO"
766,"CHAMAPA AUTOVAN - SAN NICOLAS"
767,"CHAMAPA AUTOVAN - CERRILLO"
768,"AEROPUERTO LOS CABOS-SN. JOSE DEL CABO"
769,"AEROPUERTO LOS CABOS-CABO SAN LUCAS"
770,"SAN JOSE DEL CABO-CABO SAN LUCAS"
771,"SAN JOSE DEL CABO-EL MANGLE"
772,"CABO SAN LUCAS-EL MANGLE"
773,"SAN JOSÉ DEL CABO-CABO REAL"
774,"AEROPUERTO LOS CABOS-CABO REAL"
775,"AEROPUERTO LOS CABOS-EL MANGLE"
776,"EL MANGLE-CABO REAL"
777,"CABO REAL-CABO SAN LUCAS"
778,"AEROP. LOS CABOS RETORNO"
779,"EL MANGLE RETORNO"
780,"CABO SAN LUCAS RETORNO"
781,"SAN JOSE DEL CABO RETORNO"
782,"RAYÓN-VICENTE GUERRERO"
783,"VICENTE GUERRERO-LA PITAHAYA"
784,"VICENTE GUERRERO-TAMBACA"
785,"VICENTE GUERRERO-TAMASOPO"
786,"TAMASOPO-LA PITAHAYA"
787,"TAMASOPO-TAMBACA"
788,"TAMBACA-LA PITAHAYA"
789,"PERIFÉRICO - CUAUHTÉMOC"
790,"PERIFÉRICO - CARMEN SERDÁN"
791,"SANTA ANA - CUAUHTÉMOC"
792,"CUAUHTÉMOC - PERIFÉRICO"
793,"CUAUHTÉMOC - SANTA ANA"
794,"CUAUHTÉMOC - HERMANOS SERDÁN"
795,"HERMANOS SERDÁN - CUAUHTÉMOC"
796,"HERMANOS SERDÁN - CARMEN SERDÁN"
797,"CARMEN SERDÁN - PERIFÉRICO"
798,"CARMEN SERDÁN - HERMANOS SERDÁN"
799,"APASEO EL GRANDE - PALMILLAS"
800,"QUERÉTARO - PALMILLAS"
801,"APASEO EL ALTO - PALMILLAS"
802,"CORONEO-PALMILLAS"
803,"HUIMILPAN - PALMILLAS"
804,"AMEALCO - PALMILLAS"
805,"PALMILLAS - APASEO EL GRANDE"
806,"AMEALCO I - APASEO EL GRANDE"
807,"HUIMILPAN - APASEO EL GRANDE"
808,"CORONEO-APASEO EL GRANDE"
809,"APASEO EL ALTO - APASEO EL GRANDE"
810,"PALMILLAS - APASEO EL ALTO"
811,"AMEALCO I - APASEO EL ALTO"
812,"HUIMILPAN - APASEO EL ALTO"
813,"APASEO EL GRANDE - APASEO EL ALTO"
814,"CORONEO- APASEO EL ALTO"
815,"QUERETARO - APASEO EL ALTO"
816,"PALMILLAS - CORONEO"
817,"APASEO GDE - CORONEO"
818,"AMEALCO I - CORONEO"
819,"QUERÉTARO - CORONEO"
820,"APASEO EL ALTO - CORONEO"
821,"HUIMILPAN - CORONEO"
822,"APASEO EL GRANDE - HUIMILPAN"
823,"AMEALCO I - HUIMILPAN"
824,"QUERETARO - HUIMILPAN"
825,"PALMILLAS - HUIMILPAN"
826,"APASEO EL ALTO - HUIMILPAN"
827,"CORONEO-HUIMILPAN"
828,"APASEO EL GRANDE - AMEALCO I"
829,"QUERETARO - AMEALCO I"
830,"APASEO EL ALTO - AMEALCO I"
831,"CORONEO - AMEALCO"
832,"HUIMILPAN - AMEALCO I"
833,"PALMILLAS - AMEALCO I"
834,"MÉXICO PACHUCA-PUENTE DE VIGAS"
835,"PUENTE DE VIGAS- CIEN METROS"
836,"PUENTE DE VIGAS-CALZ. VALLEJO"
837,"MÉXICO PACHUCA-CEYLAN"
838,"CEYLAN-CIEN METROS"
839,"CALZ. VALLEJO-CIEN METROS"
840,"MÉXICO PACHUCA- CALZ. VALLEJO"
841,"CIEN METROS- MÉXICO PACHUCA"
842,"PUENTE DE VIGAS- MÉXICO PACHUCA"
843,"CEYLAN - MÉXICO PACHUCA"
844,"CALZADA VALLEJO-MÉXICO PACHUCA"
845,"MÉXICO PACHUCA-ENT. GRAN CANAL"
846,"Ent. Gran canal-Mexico-pachuca"
847,"ENT. INDIOS VERDES- ENT. GRAN CANAL"
848,"LOGISTIK - SAN FELIPE"
849,"LOGISTIK - SAN LUIS POTOSÍ"
850,"LOGISTIK - VILLA DE ARRIAGA"
851,"LOGISTIK - WTC"
852,"RAMAL CALDERON-SAN FELIPE"
853,"SAN FELIPE - LOGISTIK"
854,"SAN FELIPE - SAN LUIS POTOSÍ"
855,"SAN FELIPE - VILLA DE ARRIAGA"
856,"SAN FELIPE - WTC"
857,"SAN LUIS POTOSÍ - LOGISTIK"
858,"SAN LUIS POTOSÍ - SAN FELIPE"
859,"SAN LUIS POTOSÍ - VILLA DE ARRIAGA"
860,"SAN LUIS POTOSÍ - WTC"
861,"VILLA DE ARRIAGA - LOGISTIK"
862,"VILLA DE ARRIAGA - SAN FELIPE"
863,"VILLA DE ARRIAGA - SAN LUIS POTOSÍ"
864,"VILLA DE ARRIAGA - WTC"
865,"VILLA DE REYES - LOGISTIK"
866,"VILLA DE REYES - SAN LUIS POTOSÍ"
867,"WTC - LOGISTIK"
868,"WTC - SAN FELIPE"
869,"WTC - SAN LUIS POTOSÍ"
870,"WTC - VILLA DE ARRIAGA"
871,"KANTUNIL - VALLADOLID"
872,"VALLADOLID - KANTUNIL"
873,"KANTUNIL - PISTÉ"
874,"PISTÉ - KANTUNIL"
875,"PISTÉ - VALLADOLID"
876,"VALLADOLID - PISTÉ"
877,"COMP. PISTE-KANTUNIL"
878,"CANCÚN - VALLADOLID"
879,"VALLADOLID - CANCÚN"
880,"VALLADOLID - PLAYA DEL CARMEN"
881,"PLAYA DEL CARMEN - VALLADOLID"
882,"CANCÚN - PLAYA DEL CARMEN"
883,"PLAYA DEL CARMEN - CANCÚN"
884,"CEDRAL - VALLADOLID"
885,"VALLADOLID - CEDRAL"
886,"CEDRAL - CANCÚN"
887,"CANCÚN - CEDRAL"
888,"CEDRAL - PLAYA DEL CARMEN"
889,"PLAYA DEL CARMEN - CEDRAL"
890,"CEDRAL - TINTAL"
891,"LA VENTA - ATIZAPAN"
892,"INTERLOMAS - ATIZAPAN"
893,"BOSQUE REAL - ATIZAPAN"
894,"HUIXQUILUCAN - ATIZAPAN"
895,"CHAMAPA CAPUFE - ATIZAPAN"
896,"SAN MIGUEL - ATIZAPAN"
897,"LOMAS VERDES - ATIZAPAN"
898,"NOPALA - ATIZAPAN"
899,"CUAUTITLAN - ATIZAPAN"
900,"LAGO DE GUADALUPE - ATIZAPAN"
901,"MADIN - ATIZAPAN"
902,"LA VENTA - CUAUTITLAN"
903,"INTERLOMAS - CUAUTITLAN"
904,"SAN MIGUEL - CUAUTITLAN (RETORNO)"
905,"BOSQUE REAL - CUAUTITLAN"
906,"HUIXQUILUCAN - CUAUTITLAN"
907,"CHAMAPA CAPUFE - CUAUTITLAN"
908,"RETORNO CUAUTITLAN (Lecheria)"
909,"LOMAS VERDES - CUAUTITLAN"
910,"NOPALA - CUAUTITLAN"
911,"MADIN - CUAUTITLAN"
912,"ATIZAPAN - CUAUTITLAN"
913,"LAGO DE GUADALUPE - CUAUTITLAN"
914,"LA VENTA - LAGO DE GUADALUPE"
915,"INTERLOMAS - LAGO DE GUADALUPE"
916,"BOSQUE REAL - LAGO DE GUADALUPE"
917,"HUIXQUILUCAN - LAGO DE GUADALUPE"
918,"RETORNO LAGO DE GUADALUPE"
919,"CUAUTITLAN - LAGO DE GUADALUPE (RETORNO)"
920,"CHAMAPA CAPUFE - LAGO DE GUADALUPE"
921,"NOPALA - LAGO DE GUADALUPE"
922,"LOMAS VERDES - LAGO DE GUADALUPE"
923,"SAN MIGUEL - LAGO DE GUADALUPE"
924,"MADIN - LAGO DE GUADALUPE"
925,"ATIZAPAN - LAGO DE GUADALUPE"
926,"CUAUTITLAN - LAGO DE GUADALUPE"
927,"LA VENTA - SAN MIGUEL"
928,"INTERLOMAS - SAN MIGUEL"
929,"BOSQUE REAL - SAN MIGUEL"
930,"HUIXQUILUCAN - SAN MIGUEL"
931,"CHAMAPA CAPUFE - SAN MIGUEL"
932,"LOMAS VERDES - SAN MIGUEL"
933,"NOPALA - SAN MIGUEL"
934,"MADIN - SAN MIGUEL"
935,"ATIZAPAN - SAN MIGUEL"
936,"LAGO DE GUADALUPE - SAN MIGUEL"
937,"CUAUTITLAN - SAN MIGUEL"
938,"LA VENTA - MADIN"
939,"INTERLOMAS - MADIN"
940,"BOSQUE REAL - MADIN"
941,"HUIXQUILUCAN - MADIN"
942,"SAN MIGUEL - MADIN"
943,"CHAMAPA CAPUFE - MADIN"
944,"CUAUTITLAN - MADIN"
945,"LAGO DE GUADALUPE - MADIN"
946,"NOPALA - MADIN"
947,"LOMAS VERDES - MADIN"
948,"ATIZAPAN - MADIN"
949,"LA VENTA - LOMAS VERDES"
950,"INTERLOMAS - LOMAS VERDES"
951,"SAN MIGUEL - LOMAS VERDES"
952,"BOSQUE REAL - LOMAS VERDES"
953,"HUIXQUILUCAN - LOMAS VERDES"
954,"CUAUTITLAN - LOMAS VERDES"
955,"LAGO DE GUADALUPE - LOMAS VERDES"
956,"CHAMAPA CAPUFE - LOMAS VERDES"
957,"ATIZAPAN - LOMAS VERDES"
958,"NOPALA - LOMAS VERDES"
959,"MADIN - LOMAS VERDES"
960,"LA VENTA - NOPALA"
961,"SAN MIGUEL - NOPALA"
962,"INTERLOMAS - NOPALA"
963,"CUAUTITLAN - NOPALA"
964,"LAGO DE GUADALUPE - NOPALA"
965,"BOSQUE REAL - NOPALA"
966,"HUIXQUILUCAN - NOPALA"
967,"ATIZAPAN - NOPALA"
968,"LOMAS VERDES - NOPALA"
969,"MADIN - NOPALA"
970,"CHAMAPA CAPUFE - NOPALA"
971,"SAN MIGUEL - CIPRESES"
972,"CUAUTITLAN - CIPRESES"
973,"LAGO DE GUADALUPE - CIPRESES"
974,"ATIZAPAN - CIPRESES"
975,"LOMAS VERDES - CIPRESES"
976,"MADIN - CIPRESES"
977,"NOPALA - CIPRESES"
978,"SAN MIGUEL - CHAMAPA CAPUFE"
979,"CUAUTITLAN - CHAMAPA CAPUFE"
980,"LAGO DE GUADALUPE - CHAMAPA CAPUFE"
981,"ATIZAPAN - CHAMAPA CAPUFE"
982,"LOMAS VERDES - CHAMAPA CAPUFE"
983,"MADIN - CHAMAPA CAPUFE"
984,"NOPALA - CHAMAPA CAPUFE"
985,"CIPRESES - CHAMAPA CAPUFE"
986,"LA VENTA - CHAMAPA INBURSA"
987,"INTERLOMAS - CHAMAPA INBURSA"
988,"BOSQUE REAL - CHAMAPA INBURSA"
989,"HUIXQUILUCAN - CHAMAPA INBURSA"
990,"SAN MIGUEL - BOSQUE REAL"
991,"CUAUTITLAN - BOSQUE REAL"
992,"LAGO DE GUADALUPE - BOSQUE REAL"
993,"LA VENTA - BOSQUE REAL"
994,"ATIZAPAN - BOSQUE REAL"
995,"LOMAS VERDES - BOSQUE REAL"
996,"MADIN - BOSQUE REAL"
997,"NOPALA - BOSQUE REAL"
998,"CIPRESES - BOSQUE REAL"
999,"CHAMAPA INBURSA - BOSQUE REAL"
1000,"INTERLOMAS - BOSQUE REAL"
1001,"SAN MIGUEL - HUIXQUILUCAN"
1002,"CUAUTITLAN - HUIXQUILUCAN"
1003,"LAGO DE GUADALUPE - HUIXQUILUCAN"
1004,"LA VENTA - HUIXQUILUCAN"
1005,"ATIZAPAN - HUIXQUILUCAN"
1006,"LOMAS VERDES - HUIXQUILUCAN"
1007,"MADIN - HUIXQUILUCAN"
1008,"NOPALA - HUIXQUILUCAN"
1009,"CIPRESES - HUIXQUILUCAN"
1010,"CHAMAPA INBURSA - HUIXQUILUCAN"
1011,"INTERLOMAS - HUIXQUILUCAN"
1012,"SAN MIGUEL - INTERLOMAS"
1013,"CUAUTITLAN - INTERLOMAS"
1014,"LAGO DE GUADALUPE - INTERLOMAS"
1015,"ATIZAPAN - INTERLOMAS"
1016,"LOMAS VERDES - INTERLOMAS"
1017,"MADIN - INTERLOMAS"
1018,"NOPALA - INTERLOMAS"
1019,"CIPRESES - INTERLOMAS"
1020,"LA VENTA - INTERLOMAS"
1021,"CHAMAPA INBURSA - INTERLOMAS"
1022,"BOSQUE REAL - INTERLOMAS"
1023,"HUIXQUILUCAN - INTERLOMAS"
1024,"SAN MIGUEL - LA VENTA"
1025,"CUAUTITLAN - LA VENTA"
1026,"LAGO DE GUADALUPE - LA VENTA"
1027,"ATIZAPAN - LA VENTA"
1028,"LOMAS VERDES - LA VENTA"
1029,"MADIN - LA VENTA"
1030,"NOPALA - LA VENTA"
1031,"CIPRESES - LA VENTA"
1032,"CHAMAPA INBURSA - LA VENTA"
1033,"BOSQUE REAL - LA VENTA"
1034,"HUIXQUILUCAN - LA VENTA"
1035,"INTERLOMAS - LA VENTA"
1036,"ENT. CAPOMO - ENT. PEÑITA - AEROPUERTO + RAMAL"
1037,"RAMAL 692 + ENT. PEÑITA - ENT. AEROPUERTO"
1038,"ENT. CAPOMO - ENT. PEÑITA - BUCERIAS"
1039,"RAMAL 692  + ENT. PEÑITA - BUCERIAS"
1040,"ENT. CAPOMO - ENT. PEÑITA -FLORIDA"
1041,"ENT. CAPOMO - ENT. PEÑITA -FLORIDA"
1042,"RAMAL 692 + ENT. PEÑITA - FLORIDA"
1043,"ENT. CAPOMO - ENT. PEÑITA+RAMAL 692"
1044,"ENT. PEÑITA+RAMAL 692 - ENT. CAPOMO"
1045,"RAMAL + ENT AEROPUERTO - ENT. PEÑITA - CAPOMO"
1046,"RAMAL + ENT AEROPUERTO - ENT. PEÑITA+RAMAL 692"
1047,"RAMAL + ENT AEROPUERTO - FLORIDA"
1048,"RAMAL + ENT AEROPUERTO - BUCERIAS"
1049,"FLORIDA - ENT. AEROPUERTO + RAMAL"
1050,"FLORIDA - BUCERIAS"
1051,"FLORIDA -  ENT. PEÑITA - CAPOMO"
1052,"FLORIDA - ENT. PEÑITA + RAMAL 692"
1053,"FLORIDA - ENT. PEÑITA + RAMAL 692"
1054,"BUCERIAS - ENT. PEÑITA + CAPOMO"
1055,"BUCERIAS - ENT. PEÑITA + RAMAL 692"
1056,"BUCERIAS - FLORIDA"
1057,"BUCERIAS - ENT. AEROPUERTO + RAMAL"
1058,"COPANDARO- CUITZEO"
1059,"COPANDARO-LA CINTA"
1060,"URIANGATO- COPANDARO"
1061,"VALLE DE SANTIAGO- COPANDARO"
1062,"VALTIERRILLA- COPANDARO"
1063,"URIANGATO-LA CINTA"
1064,"VALLE DE SANTIAGO-LA CINTA"
1065,"VALTIERRILLA-LA CINTA"
1066,"COPANDARO- URIANGATO"
1067,"LA CINTA-URIANGATO"
1068,"VALLE DE SANTIAGO- URIANGATO"
1069,"VALTIERRILLA- URIANGATO"
1070,"COPANDARO-VALLE DE SANTIAGO"
1071,"LA CINTA-VALLE DE SANTIAGO"
1072,"URIANGATO-VALLE DE SANTIAGO"
1073,"VALTIERRILLA-VALLE DE SANTIAGO"
1074,"COPANDARO- VALTIERRILLA"
1075,"LA CINTA- VALTIERRILLA"
1076,"URIANGATO- VALTIERRILLA"
1077,"VALLE DE SANTIAGO- VALTIERRILLA"
1078,"Valtierrilla-ent. Cerro gordo"
1079,"SAN JERÓNIMO - PICACHO"
1080,"SAN JERÓNIMO - STA. TERESA"
1081,"SAN JERÓNIMO - ESTADIO AZTECA"
1082,"SAN JERÓNIMO - VIADUCTO TLALPAN"
1083,"SAN JERÓNIMO - TEPEPAN"
1084,"SAN JERÓNIMO - ENTRADA SUPERVIA PTE."
1085,"SAN JERÓNIMO - CAMINERO"
1086,"SAN JERÓNIMO - CAMINERO BIS (INTERCONEXIÓN VET)"
1087,"BLVD DE LA LUZ - PICACHO"
1088,"BLVD. DE LA LUZ  - STA. TERESA"
1089,"BLVD. DE LA LUZ  - ESTADIO AZTECA"
1090,"BLVD. DE LA LUZ  - VIADUCTO TLALPAN"
1091,"BLVD. DE LA LUZ - TEPEPAN"
1092,"BLVD. DE LA LUZ  - ENTRADA SUPERVIA PTE."
1093,"BLVD. DE LA LUZ  - CAMINERO"
1094,"BLVD. DE LA LUZ  - CAMINERO BIS (INTERCONEXIÓN VET)"
1095,"L. CABRERA - PICACHO"
1096,"L. CABRERA - STA. TERESA"
1097,"L. CABRERA - ESTADIO AZTECA"
1098,"L. CABRERA - VIADUCTO TLALPAN"
1099,"L. CABRERA - TEPEPAN"
1100,"L. CABRERA - CAMINERO"
1101,"L. CABRERA - CAMINERO BIS (INTERCONEXIÓN VET)"
1102,"CUICUILCO - ESTADIO AZTECA"
1103,"CUICUILCO - VIADUCTO TLALPAN"
1104,"CUICUILCO - TEPEPAN"
1105,"CUICUILCO - CAMINERO"
1106,"CUICUILCO - CAMINERO BIS (INTERCONEXIÓN VET)"
1107,"TEPEPAN - PEDREGAL DEL SUR"
1108,"TEPEPAN - LUIS CABRERA"
1109,"TEPEPAN - BLVD. DE LA LUZ"
1110,"TEPEPAN - SAN JERÓNIMO"
1111,"VIADUCTO TLALPAN - PEDREGAL DEL SUR"
1112,"VIADUCTO TLALPAN - LUIS CABRERA"
1113,"VIADUCTO TLALPAN - BLVD. DE LA LUZ"
1114,"VIADUCTO TLALPAN - SAN JERÓNIMO"
1115,"CAMINERO - PEDREGAL DEL SUR"
1116,"CAMINERO - LUIS CABRERA"
1117,"CAMINERO  - BLVD. DE LA LUZ"
1118,"CAMINERO - SAN JERÓNIMO"
1119,"ESTADIO AZTECA - PEDREGAL DEL SUR"
1120,"ESTADIO AZTECA - LUIS CABRERA"
1121,"ESTADIO AZTECA - BLVD. DE LA LUZ"
1122,"ESTADIO AZTECA - SAN JERÓNIMO"
1123,"MONTAÑA - LUIS CABRERA"
1124,"MONTAÑA - BLVD. DE LA LUZ"
1125,"MONTAÑA - SAN JERÓNIMO"
1126,"P. PEDREGAL - LUIS CABRERA"
1127,"P. PEDREGAL - BLVD. DE LA LUZ"
1128,"P. PEDREGAL - SAN JERÓNIMO"
1129,"CAMINERO BIS (INTERCONEXIÓN VET) - SAN JERÓNIMO"
1130,"CAMINERO BIS (INTERCONEXIÓN VET) - BLVD DE LA LUZ"
1131,"CAMINERO BIS (INTERCONEXIÓN VET)- LUIS CABRERA"
1132,"CAMINERO BIS (INTERCONEXIÓN VET) - PEDREGAL DEL S."
1133,"AUSUR BANOBRAS (VIADUCTO ELEVADO DE TLALPAN)"
1134,"POETAS -AGUILAS"
1135,"POETAS -TORRES"
1136,"POETAS LUIS CABRERA"
1137,"POETAS-VELC"
1138,"CENTENARIO-AGUILAS"
1139,"CENTENARIO-LAS TORRES"
1140,"CENTENARIO- LUIS CABRERA"
1141,"CENTENARIO-VELC"
1142,"AGUILAS SUR-TORRES"
1143,"AGUILAS SUR-LUIS CABRERA"
1144,"AGUILAS SUR-VELC"
1145,"TORRES SUR-LUIS CABRERA"
1146,"TORRES SUR-VELC"
1147,"VIADUCTO ELEVADO LUIS CABRERA (VELC)- DISTRIBUIDOR 
VIAL"
1148,"VELC -LUIS CABRERA"
1149,"VELC-TORRES"
1150,"VELC-ÁGUILAS"
1151,"VELC-POETAS"
1152,"LUIS CABRERA-TORRES"
1153,"LUIS CABRERA-AGUILAS"
1154,"LUIS CABRERA-POETAS"
1155,"TORRES-AGUILAS"
1156,"TORRES-POETAS"
1157,"AGUILAS-POETAS"
1158,"TEPALCAPA-VALLEJO"
1159,"TEPALCAPA-CIRCUNVALACIÓN"
1160,"TEPALCAPA-1° DE MAYO"
1161,"TEPALCAPA-SAN JOAQUÍN"
1162,"TEPALCAPA-ENT. AUT. URBANA NTE."
1163,"LÓPEZ PORTILLO (PERINORTE)-VALLEJO"
1164,"LÓPEZ PORTILLO (PERINORTE)-CIRCUNVALACIÓN"
1165,"LÓPEZ PORTILLO (PERINORTE)-1° DE MAYO"
1166,"LÓPEZ PORTILLO (PERINORTE)-SAN JOAQUÍN"
1167,"LÓPEZ PORTILLO (PERINORTE)-ENT. AUT. URBANA NTE."
1168,"LECHERÍA-VALLEJO"
1169,"LECHERÍA-CIRCUNVALACIÓN"
1170,"LECHERÍA-1° DE MAYO"
1171,"LECHERÍA-SAN JOAQUÍN"
1172,"LECHERÍA-ENT. AUT. URBANA NTE."
1173,"LAGO DE GUADALUPE-VALLEJO"
1174,"LAGO DE GUADALUPE-CIRCUNVALACIÓN"
1175,"LAGO DE GUADALUPE-1° DE MAYO"
1176,"LAGO DE GUADALUPE-SAN JOAQUÍN"
1177,"LAGO DE GUADALUPE-ENT. AUT. URBANA NTE."
1178,"VALLE DORADO-CIRCUNVALACIÓN"
1179,"VALLE DORADO-1° DE MAYO"
1180,"VALLE DORADO-SAN JOAQUÍN"
1181,"VALLE DORADO-ENT. AUT. URBANA NTE."
1182,"SANTA MÓNICA-CIRCUNVALACIÓN"
1183,"SANTA MÓNICA-1° DE MAYO"
1184,"SANTA MÓNICA-SAN JOAQUÍN"
1185,"SANTA MÓNICA-ENT. AUT. URBANA NTE."
1186,"NAUCALLI-1° DE MAYO"
1187,"NAUCALLI-SAN JOAQUÍN"
1188,"NAUCALLI-ENT. AUT. URBANA NTE."
1189,"LOMAS VERDES-1° DE MAYO"
1190,"LOMAS VERDES-SAN JOAQUÍN"
1191,"LOMAS VERDES-ENT. AUT. URBANA NTE."
1192,"GUSTAVO BAZ-1° DE MAYO"
1193,"GUSTAVO BAZ-SAN JOAQUÍN"
1194,"GUSTAVO BAZ-ENT. AUT. URBANA NTE."
1195,"1° DE MAYO-SAN JOAQUÍN"
1196,"1° DE MAYO-ENT. AUT. URBANA NTE."
1197,"ENT. AUT. URBANA NTE.-G.BAZ"
1198,"ENT. AUT. URBANA NTE.-LOMAS VERDES"
1199,"ENT. AUT. URBANA NTE.-CIRCUNVALACIÓN"
1200,"ENT. AUT. URBANA NTE.-SANTA MÓNICA"
1201,"ENT. AUT. URBANA NTE.-VALLE DORADO"
1202,"ENT. AUT. URBANA NTE.-L GPE."
1203,"ENT. AUT. URBANA NTE.-LECHERÍA"
1204,"ENT. AUT. URBANA NTE.-LÓPEZ PORTILLO"
1205,"ENT. AUT. URBANA NTE.-TEPALCAPA"
1206,"TOREO-G.BAZ"
1207,"TOREO-LOMAS VERDES"
1208,"TOREO-CIRCUNVALACIÓN"
1209,"TOREO-SANTA MÓNICA"
1210,"TOREO-VALLE DORADO"
1211,"TOREO-L GPE."
1212,"TOREO-LECHERÍA"
1213,"TOREO-LÓPEZ PORTILLO"
1214,"TOREO-TEPALCAPA"
1215,"RIO SAN JOAQUÍN-G.BAZ"
1216,"RIO SAN JOAQUÍN-LOMAS VERDES"
1217,"RIO SAN JOAQUÍN-CIRCUNVALACIÓN"
1218,"RIO SAN JOAQUÍN-SANTA MÓNICA"
1219,"RIO SAN JOAQUÍN-VALLE DORADO"
1220,"RIO SAN JOAQUÍN-L GPE."
1221,"RIO SAN JOAQUÍN-LECHERÍA"
1222,"RIO SAN JOAQUÍN-LÓPEZ PORTILLO"
1223,"RIO SAN JOAQUÍN-TEPALCAPA"
1224,"GUSTAVO BAZ-LOMAS VERDES"
1225,"GUSTAVO BAZ-CIRCUNVALACIÓN"
1226,"GUSTAVO BAZ-SANTA MÓNICA"
1227,"GUSTAVO BAZ-VALLE DORADO"
1228,"GUSTAVO BAZ-L GPE."
1229,"GUSTAVO BAZ-LECHERÍA"
1230,"GUSTAVO BAZ-LÓPEZ PORTILLO"
1231,"GUSTAVO BAZ-TEPALCAPA"
1232,"CIRCUNVALACIÓN-SANTA MÓNICA"
1233,"CIRCUNVALACIÓN-VALLE DORADO"
1234,"CIRCUNVALACIÓN-L GPE."
1235,"CIRCUNVALACIÓN-LECHERÍA"
1236,"CIRCUNVALACIÓN-LÓPEZ PORTILLO"
1237,"CIRCUNVALACIÓN-TEPALCAPA"
1238,"VALLEJO/VALLEJO-L GPE."
1239,"VALLEJO/VALLEJO-LECHERÍA"
1240,"VALLEJO/ VALLEJO-LÓPEZ PORTILLO"
