"stretch_id","stretch_name","stretch_length_km","sct_id_via","road_id","manage","way"
341,"Cuernavaca-aeropuerto",9.8,18,60,"federal",
342,"Cuernavaca-xochitepec",13.072,18,60,"federal",
343,"Cuernavaca-puente de ixtla",28.939,18,60,"federal",
344,"Cuernavaca-alpuyeca",20,18,60,"federal",
345,"puente de ixtla-chilpancingo",143.021,18,60,"federal",
346,"paso morelos-chilpancingo",88.96,18,60,"federal",
347,"puente de ixtla-paso morelos",54.061,18,60,"federal",
348,"Chilpancingo-tierra colorada",34.713,18,60,"federal",
349,"tierra colorada-acapulco",55.907,18,60,"federal",
350,"LIBRAMIENTO PONIENTE DE ACAPULCO",,,206,"federal",
351,"ZACAPALCO-RANCHO VIEJO",17.3,124,61,"federal",
352,"RANCHO VIEJO-TAXCO",8.34,110,62,"federal",
353,"PUENTE DE IXTLA-IGUALA",63.578,73,63,"federal",
354,"MAXITUNEL ACAPULCO",2.953,,,"state",
355,"MACROTUNEL ACAPULCO",3.3,,,,
356,"LIBRAMIENTO TECPAN",4.369,205,64,"federal",
357,"ZAPOTLANEJO-GUADALAJARA",,,65,"federal",
358,"ZAPOTLANEJO-GUADALAJARA",,,65,"federal",
359,"ZAPOTLANEJO-GUADALAJARA",,,65,"federal",
360,"ZAPOTLANEJO-GUADALAJARA",,,65,"federal",
361,"ZAPOTLANEJO-GUADALAJARA",,,65,"federal",
362,"ZAPOTLANEJO-GUADALAJARA",,,65,"federal",
363,"Guadalajara-zapotlanejo",26,29,65,"federal",
364,"ZAPOTLANEJO-GUADALAJARA",,,65,"federal",
365,"el vado-guadalajara",14.8,29,65,"federal",
366,"Cortijo-guadalajara",9.5,29,65,"federal",
367,"Periferico-guadalajara",8.55,29,65,"federal",
368,"arroyo de enmedio-guadalajara",5.66,29,65,"federal",
369,"Ent. Zapotlanejo-Guadalajara a Chapala (LA LAJA)",25,246,66,"federal",
370,"Aut México-Guadalajara a Zapotlanejo (Remota La Laja)",,,69,"federal",
371,"Chapala - Santa Cecilia",,,69,"federal",
372,"Santa Cecilia (TRAMO SANTA CECILIA-MAGDALENA) ",,,69,"federal",
373,"LIBRAMIENTO SUR DE GUADALAJARA",,,66,"federal",
374,"LIBRAMIENTO SUR DE GUADALAJARA",,,66,"federal",
375,"Acatlan-atoyac",49.18,27,67,"federal",
376,"Atoyac-cd. Guzman",37.12,27,67,"federal",
377,"Sayula-cd. Guzman",21.1,27,67,"federal",
378,"cd. guzman-el trapiche",61.7,27,67,"federal",
379,"ARMERÍA-MANZANILLO",47,1,68,"federal",
380,"ent. Ameca-magdalena",46,28,69,"federal",
381,"Tequila-magdalena",12.26,28,69,"federal",
382,"ixtlan del rio-santa maria del oro",47.692,28,69,"federal",
383,"Jala-tepic",,,69,"federal",
384,"santa maria del oro-tepic",77.6,28,69,"federal",
385,"Jala-santa maría del oro",21.69,28,69,"federal",
386,"LIBRAMIENTO TEPIC",30,250,70,"federal",
387,"TEPIC-SAN BLAS",30.929,253,71,"federal",
388,"Tepic-mecatan",20.2,253,71,"federal",
389,"CHAPALILLA-COMPOSTELA",35.5,14,72,"federal",
390,"Jala-las varas",,,203,"federal",
391,"JALA-COMPOSTELA",,,203,"federal",
392,"JALA-COMPOSTELA",,,203,"federal",
393,"Compostela-las varas",,,203,"federal",
394,"TEPIC-MAZATLÁN",,,73,"federal",
395,"Tepic-ent. San blas",25,204,73,"federal",
396,"ent. San blas-estacion yago",13.48,204,73,"federal",
397,"Ent. san blas-rosamorada",45.18,204,73,"federal",
398,"estacion yago-ruiz",13.138,204,73,"federal",
399,"Rosamorada-escuinapa",100.56,204,73,"federal",
400,"Rosamorada-acaponeta",46.3,204,73,"federal",
401,"Escuinapa-villa union",64.95,204,73,"federal",
402,"Escuinapa-rosario",26.38,204,73,"federal",
403,"LIBRAMIENTO MAZATLÁN",32,177,74,"federal",
404,"Mazatlan-aeropuerto",,,75,"federal",
405,"Vainillo-aeropuerto",,,75,"federal",
406,"MAZATLÁN-CULIACAN",,,75,"federal",
407,"MAZATLÁN-CULIACAN",,,75,"federal",
408,"MAZATLÁN-CULIACAN",,,75,"federal",
409,"ent. La cruz-quila",64.259,51,75,"federal",
410,"Quila-costa rica",27.7,51,75,"federal",
411,"LIBRAMIENTO CULIACAN",22,233,76,"federal",
412,"PUENTE NACIONAL CULIACAN",0.433,72,77,,
413,"PUENTE NACIONAL SINALOA",0.32,99,78,,
414,"LIBRAMIENTO CIUDAD OBREGON",,,212,"federal",
415,"LIBRAMIENTO CIUDAD OBREGON",,,212,"federal",
416,"estacion don-navojoa",85.2,25,79,"federal",
417,"Navojoa-cd. Obregon",63.8,25,79,"federal",
418,"cd. obregon-guaymas",107.7,25,79,"federal",
419,"libramiento guaymas",21.5,25,79,"federal",
420,"Hermosillo-magdalena de kino",169.9,25,79,"federal",
421,"libramiento de magdalena de kino",11.9,25,79,"federal",
422,"LIBRAMIENTO HERMOSILLO",,,211,"federal",
423,"LIBRAMIENTO HERMOSILLO",,,211,"federal",
424,"LIBRAMIENTO HERMOSILLO",,,211,"federal",
425,"santa lucia-villa union",58.3,218,80,"federal",
426,"santa lucia-concordia",33.3,218,80,"federal",
427,"Concordia-villa union",25,218,80,"federal",
428,"Piloncillo-santa lucia",67.8,218,80,"federal",
429,"ent. Otinapa-piloncillo",59.1,218,80,"federal",
430,"libramiento de durango-ent. Otinapa",44.9,218,80,"federal",
431,"Durango-guadalupe victoria",49,20,81,"federal",
432,"guadalupe victoria-yerbanis",56.2,20,81,"federal",
433,"Yerbanis-pedriceña",48.55,123,82,"federal",
434,"Yerbanis-cuencame",29.92,123,82,"federal",
435,"Cuencame-pedriceña",18.63,123,82,"federal",
436,"Pedriceña-gomez palacio",68.45,123,82,"federal",
437,"Pedriceña-leon guzman",51.48,123,82,"federal",
438,"leon guzman-gomez palacio",16.97,123,82,"federal",
439,"LIBRAMIENTO NORTE DE LA LAGUNA",40.7,241,83,"federal",
440,"san pedro-matamoros",17.4,241,83,,
441,"Vergel-san pedro",23.3,241,83,,
442,"Matamoros-la cuchilla",39.84,120,84,,
443,"loma bonita-puebla",78,120,84,,
444,"gomez palacio-estacion banderas",39,26,85,"federal",
445,"estacion banderas-corralitos",112.3,26,85,"federal",
446,"Sacramento-aldama",20.277,249,86,"federal",
447,"Aldama-jimenez",22.027,249,86,"federal",
448,"Zacatecas-monclova",31.5,219,87,"federal",
449,"Zacatecas-torreon",21.5,219,87,"federal",
450,"Torreon-monclova",10,219,87,"federal",
451,"Monclova-ojo caliente 2",22,219,87,"federal",
452,"Monclova-ojo caliente 1",13.8,219,87,"federal",
453,"ojo caliente 1-ojo caliente 2",8.2,219,87,"federal",
454,"ojo caliente 2-morones prieto",41.6,219,87,"federal",
455,"ojo caliente 2-periferico",28.7,219,87,"federal",
456,"Periferico-morones prieto",12.9,219,87,"federal",
457,"el jonuco-periferico",7.254,219,87,"federal",
458,"el jonuco-morones prieto",20.191,219,87,"federal",
459,"LIBRAMIENTO ORIENTE DE SALTILLO",21,42,88,"federal",
460,"puerto mexico-ent. La carbonera",32,31,89,"federal",
461,"puerto mexico-huachichil",32,31,89,"federal",
462,"LIBRAMIENTO MATEHUALA",14.2,176,90,"federal",
463,"PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey",,,220,"state",
464,"PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey",,,220,"state",
465,"PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey",,,220,"state",
466,"PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey",,,220,"state",
467,"PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey",,,220,"state",
468,"PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey",,,220,"state",
469,"PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey",,,220,"state",
470,"PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey",,,220,"state",
471,"PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey",,,220,"state",
472,"PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey",,,220,"state",
473,"MONTERREY-CADEREYTA",,,201,"state",
474,"MONTERREY-CADEREYTA",,,201,"state",
475,"MONTERREY-CADEREYTA",,,201,"state",
476,"PUENTE CADEREYTA",0.179,66,91,,
477,"AGUJITA-ALLENDE",102.76,,,"state",
478,"PUENTE ACUÑA",0.129,64,92,,
479,"Monterrey-la gloria",123.1,59,93,"federal",
480,"Monterrey-agua leguas",56.9,59,93,"federal",
481,"Monterrey-sabinas",77.3,59,93,"federal",
482,"Sabinas-la gloria",45.8,59,93,"federal",
483,"MONTERREY-NUEVO LAREDO (LA GLORIA-SAN",,,93,"federal",
484,"agua leguas-paras",19.4,59,93,"federal",
485,"agua leguas-sabinas",20.4,59,93,"federal",
486,"Cadereyta-la sierrita",132.015,5,94,"federal",
487,"general bravo-la sierrita",47,5,94,"federal",
488,"los herrera-la sierrita",68.2,5,94,"federal",
489,"Cadereyta-los herreras",63.815,5,94,"federal",
490,"los ramones-la sierrita",96.74,5,94,"federal",
491,"Cadereyta-los ramones",35.275,5,94,"federal",
492,"Cadereyta-general bravo",85.015,5,94,"federal",
493,"los herrera-general bravo",21.2,5,94,"federal",
494,"los ramones-los herrera",28.54,5,94,"federal",
495,"los ramones-general bravo",49.74,5,94,"federal",
496,"ent. Caderayta-reynosa-ent. San fernando",24.3,230,95,"federal",
497,"ent. San fernando- ent. p.i reynosa-pharr",12.7,230,95,"federal",
498,"ent. San fernando- ent. Anzalduas",13.6,230,95,"federal",
500,"PTE. INTERNACIONAL NUEVO AMANECER",2.629,95,96,,
501,"PUENTE INTERNACIONAL LOS TOMATES",0.81,83,97,,
502,"REYNOSA-MATAMOROS",44,50,98,"federal",
503,"Reynosa-nuevo progreso",22.39,50,98,"federal",
504,"nuevo progreso-matamoros",21.61,50,98,"federal",
505,"PUENTE JUAREZ LINCOLN",0.159,78,99,,
506,"PUENTE MIGUEL ALEMAN",0.155,85,100,,
507,"PUENTE SAN JUAN",0.175,97,101,,
508,"PUENTE CAMARGO",0.116,67,102,"federal",
509,"PUENTE REYNOSA",0.112,94,96,,
510,"PUENTE LAS FLORES",0.083,81,103,,
511,"PUENTE INTERNACIONAL OJINAGA",0.121,88,104,,
512,"PUENTE MATAMOROS",0.155,84,105,,
513,"PUENTE PIEDRAS NEGRAS",0.113,92,106,,
514,"puente piedras negras II",0.102,93,107,,
515,"LIBRAMIENTO MEXICALI",41,199,108,"federal",
516,"entronque cuernavaca-entronque san felipe",12,199,108,"federal",
519,"el hongo-tecate",24.9,114,109,"federal",
518,"LA RUMOROSA-TECATE",55.5,114,109,"federal",
517,"Rumorosa-el hongo",30.56,114,109,"federal",
520,"la mision-rosarito",29.847,118,110,"federal",
521,"Rosarito-tijuana",25.927,118,110,"federal",
522,"la mision-corredor 2000",25.327,118,110,"federal",
523,"Ensenada-la mision",33.766,118,110,"federal",
524,"ATLACOMULCO - SN MARTIN TEXMELUCAN",219.85,217,169,"federal",
525,"ATLACOMULCO - SANCTORUM",192.85,217,169,"federal",
526,"ATLACOMULCO - CALPULALPAN",178.39,217,169,"federal",
527,"ATLACOMULCO - SAHAGUN",160.57,217,169,"federal",
528,"ATLACOMULCO - TULANCINGO",149.15,217,169,"federal",
529,"ATLACOMULCO - PACHUCA",125.37,217,169,"federal",
530,"ATLACOMULCO - AJOLOAPAN",106.84,217,169,"federal",
531,"ATLACOMULCO - APAXCO",,,169,"federal",
532,"ATLACOMULCO - ATITALAQUIA",84.66,217,169,"federal",
533,"ATLACOMULCO - TULA I",77.18,217,169,"federal",
534,"ATLACOMULCO - TULA II",67.48,217,169,"federal",
535,"ATLACOMULCO - QUERETARO",47.84,217,169,"federal",
536,"ATLACOMULCO - JILOTEPEC",40,217,169,"federal",
537,"ATLACOMULCO - ACAMBAY",12.5,217,169,"federal",
538,"ACAMBAY - SN MARTIN TEXMELUCAN",207.35,217,169,"federal",
539,"ACAMBAY - SANCTORUM",180.35,217,169,"federal",
540,"ACAMBAY - CALPULALPAN",165.89,217,169,"federal",
541,"ACAMBAY - SAHAGUN",148.07,217,169,"federal",
542,"ACAMBAY - TULANCINGO",136.65,217,169,"federal",
543,"ACAMBAY - PACHUCA",112.87,217,169,"federal",
544,"ACAMBAY - AJOLOAPAN",94.34,217,169,"federal",
545,"ACAMBAY - APAXCO",,,169,"federal",
546,"ACAMBAY - ATITALAQUIA",72.16,217,169,"federal",
547,"ACAMBAY - TULA I",64.68,217,169,"federal",
548,"ACAMBAY - TULA II",54.98,217,169,"federal",
549,"ACAMBAY - QUERETARO",34.98,217,169,"federal",
550,"ACAMBAY - JILOTEPEC",27.5,217,169,"federal",
551,"ACAMBAY - ATLACOMULCO",12.5,217,169,"federal",
552,"JILOTEPEC - SN MARTIN TEXMELUCAN",179.85,217,169,"federal",
553,"JILOTEPEC - SANCTORUM",152.85,217,169,"federal",
554,"JILOTEPEC - CALPULALPAN",138.39,217,169,"federal",
555,"JILOTEPEC - SAHAGUN",120.57,217,169,"federal",
556,"JILOTEPEC - TULANCINGO",109.15,217,169,"federal",
557,"JILOTEPEC - PACHUCA",85.37,217,169,"federal",
558,"JILOTEPEC - AJOLOAPAN",66.84,217,169,"federal",
559,"JILOTEPEC - APAXCO",,,169,"federal",
560,"JILOTEPEC - ATITALAQUIA",44.66,217,169,"federal",
561,"JILOTEPEC - ATLACOMULCO",40,217,169,"federal",
562,"JILOTEPEC - TULA I",37.18,217,169,"federal",
563,"JILOTEPEC - ACAMBAY",27.5,217,169,"federal",
564,"JILOTEPEC - TULA II",27.48,217,169,"federal",
565,"JILOTEPEC - QUERETARO",7.48,217,169,"federal",
566,"LIVERPOOL -SIN ENTRADA",,,169,"federal",
567,"LIVERPOOL - ATLACOMULCO",,,169,"federal",
568,"LIVERPOOL - ACAMBAY",,,169,"federal",
569,"QUERETARO - SN MARTIN TEXMELUCAN",172.37,217,169,"federal",
570,"QUERETARO - SANCTORUM",145.37,217,169,"federal",
571,"QUERETARO - CALPULALPAN",130.91,217,169,"federal",
572,"QUERETARO - SAHAGUN",113.09,217,169,"federal",
573,"QUERETARO - TULANCINGO",101.67,217,169,"federal",
574,"QUERETARO - PACHUCA",77.89,217,169,"federal",
575,"QUERETARO - AJOLOAPAN",59.36,217,169,"federal",
576,"QUERETARO - ATLACOMULCO",47.84,217,169,"federal",
577,"AUT(MEXICO - QUERETARO) - APAXCO",,,169,"federal",
578,"QUERETARO - ACAMBAY",34.98,217,169,"federal",
579,"QUERETARO - ATITALAQUIA",37.18,217,169,"federal",
580,"QUERETARO - TULA I",29.7,217,169,"federal",
581,"QUERETARO - TULA II",20,217,169,"federal",
582,"QUERETARO - JILOTEPEC",7.48,217,169,"federal",
583,"QUERETARO - LIVERPOOL",,,169,"federal",
584,"TULA II - SN MARTIN TEXMELUCAN",152.37,217,169,"federal",
585,"TULA II - SANCTORUM",125.37,217,169,"federal",
586,"TULA II - CALPULALPAN",110.91,217,169,"federal",
587,"TULA II - SAHAGUN",93.09,217,169,"federal",
588,"TULA II - TULANCINGO",81.67,217,169,"federal",
589,"TULA II - ATLACOMULCO",67.48,217,169,"federal",
590,"TULA II - ACAMBAY",54.98,217,169,"federal",
591,"TULA II - PACHUCA",57.89,217,169,"federal",
592,"TULA II - AJOLOAPAN",39.36,217,169,"federal",
593,"TULA II - APAXCO",,,169,"federal",
594,"TULA II - JILOTEPEC",27.48,217,169,"federal",
595,"TULA II - LIVERPOOL",,,169,"federal",
596,"TULA II - ATITALAQUIA",17.18,217,169,"federal",
597,"TULA II - QUERETARO",20,217,169,"federal",
598,"TULA II - TULA I",9.7,217,169,"federal",
599,"TULA I - SN MARTIN TEXMELUCAN",142.67,217,169,"federal",
600,"TULA I - SANCTORUM",115.67,217,169,"federal",
601,"TULA I - CALPULALPAN",101.21,217,169,"federal",
602,"TULA I - ATLACOMULCO",77.18,217,169,"federal",
603,"TULA I - SAHAGUN",89.39,217,169,"federal",
604,"TULA I - ACAMBAY",64.68,217,169,"federal",
605,"TULA I - TULANCINGO",71.97,217,169,"federal",
606,"TULA I - PACHUCA",48.19,217,169,"federal",
607,"TULA I - JILOTEPEC",37.18,217,169,"federal",
608,"TULA I - LIVERPOOL",,,169,"federal",
609,"TULA I - QUERETARO",29.7,217,169,"federal",
610,"TULA I - AJOLOAPAN",29.66,217,169,"federal",
611,"TULA I - APAXCO",,,169,"federal",
612,"TULA I - TULA II",9.7,217,169,"federal",
613,"TULA I - ATITALAQUIA",7.48,217,169,"federal",
614,"ATITALAQUIA - SN MARTIN TEXMELUCAN",135.19,217,169,"federal",
615,"ATITALAQUIA - SANCTORUM",108.19,217,169,"federal",
616,"ATITALAQUIA - ATLACOMULCO",84.66,217,169,"federal",
617,"ATITALAQUIA - CALPULALPAN",93.73,217,169,"federal",
618,"ATITALAQUIA - ACAMBAY",72.16,217,169,"federal",
619,"ATITALAQUIA - SAHAGUN",75.91,217,169,"federal",
620,"ATITALAQUIA - TULANCINGO",64.49,217,169,"federal",
621,"ATITALAQUIA - JILOTEPEC",44.66,217,169,"federal",
622,"ATITALAQUIA - LIVERPOOL",,,169,"federal",
623,"ATITALAQUIA - QUERETARO",37.18,217,169,"federal",
624,"ATITALAQUIA - PACHUCA",40.71,217,169,"federal",
625,"ATITALAQUIA - TULA II",17.18,217,169,"federal",
626,"ATITALAQUIA - AJOLOAPAN",22.18,217,169,"federal",
627,"ATITALAQUIA - APAXCO",,,169,"federal",
628,"ATITALAQUIA - TULA I",7.48,217,169,"federal",
629,"AJOLOAPAN - SN MARTIN TEXMELUCAN",113.01,217,169,"federal",
630,"AJOLOAPAN - ATLACOMULCO",106.84,217,169,"federal",
631,"AJOLOAPAN - SANCTORUM",86.01,217,169,"federal",
632,"AJOLOAPAN - ACAMBAY",94.34,217,169,"federal",
633,"AJOLOAPAN - CALPULALPAN",71.55,217,169,"federal",
634,"AJOLOAPAN - SAHAGUN",53.73,217,169,"federal",
635,"AJOLOAPAN - JILOTEPEC",66.84,217,169,"federal",
636,"AJOLOAPAN - LIVERPOOL",,,169,"federal",
637,"AJOLOAPAN - QUERETARO",59.36,217,169,"federal",
638,"AJOLOAPAN - TULANCINGO",42.31,217,169,"federal",
639,"AJOLOAPAN - TULA II",39.36,217,169,"federal",
640,"AJOLOAPAN - PACHUCA",18.53,217,169,"federal",
641,"AJOLOAPAN - TULA I",29.66,217,169,"federal",
642,"AJOLOAPAN - ATITALAQUIA",22.18,217,169,"federal",
643,"AJOLOAPAN - APAXCO",,,169,"federal",
644,"PACHUCA - ATLACOMULCO",125.37,217,169,"federal",
645,"PACHUCA - SN MARTIN TEXMELUCAN",94.48,217,169,"federal",
646,"PACHUCA - ACAMBAY",112.87,217,169,"federal",
647,"PACHUCA - JILOTEPEC",85.37,217,169,"federal",
648,"PACHUCA - LIVERPOOL",,,169,"federal",
649,"PACHUCA - QUERETARO",77.89,217,169,"federal",
650,"PACHUCA - SANCTORUM",67.84,217,169,"federal",
651,"PACHUCA - TULA II",57.89,217,169,"federal",
652,"PACHUCA - CALPULALPAN",53.02,217,169,"federal",
653,"PACHUCA - TULA I",48.19,217,169,"federal",
654,"PACHUCA - SAHAGUN",35.2,217,169,"federal",
655,"PACHUCA - ATITALAQUIA",40.71,217,169,"federal",
656,"PACHUCA- APAXCO",,,169,"federal",
657,"PACHUCA - AJOLOAPAN",18.53,217,169,"federal",
658,"PACHUCA - TULANCINGO",23.78,217,169,"federal",
659,"TULANCINGO-ATLACOMULCO",149.15,217,169,"federal",
660,"TULANCINGO - ACAMBAY",136.65,217,169,"federal",
661,"TULANCINGO - JILOTEPEC",109.15,217,169,"federal",
662,"TULANCINGO - LIVERPOOL",,,169,"federal",
663,"TULANCINGO - QUERETARO",101.67,217,169,"federal",
664,"TULANCINGO - SN MARTIN TEXMELUCAN",70.7,217,169,"federal",
665,"TULANCINGO - TULA II",81.67,217,169,"federal",
666,"TULANCINGO - TULA I",71.97,217,169,"federal",
667,"TULANCINGO - ATITALAQUIA",64.49,217,169,"federal",
668,"TULANCINGO - APAXCO",,,169,"federal",
669,"TULANCINGO - SANCTORUM",43.7,217,169,"federal",
670,"TULANCINGO - AJOLOAPAN",42.31,217,169,"federal",
671,"TULANCINGO - CALPULALPAN",29.24,217,169,"federal",
672,"TULANCINGO - PACHUCA",23.78,217,169,"federal",
673,"TULANCINGO - SAHAGUN",11.42,217,169,"federal",
674,"SAHAGUN - ATLACOMULCO",160.57,217,169,"federal",
675,"SAHAGUN - ACAMBAY",148.07,217,169,"federal",
676,"SAHAGUN - JILOTEPEC",120.57,217,169,"federal",
677,"SAHAGUN - LIVERPOOL",,,169,"federal",
678,"SAHAGUN - QUERETARO",113.09,217,169,"federal",
679,"SAHAGUN - TULA II",93.09,217,169,"federal",
680,"SAHAGUN - TULA I",89.39,217,169,"federal",
681,"SAHAGUN - SN MARTIN TEXMELUCAN",59.28,217,169,"federal",
682,"SAHAGUN - ATITALAQUIA",75.91,217,169,"federal",
683,"SAHAGUN - APAXCO",,,169,"federal",
684,"SAHAGUN - AJOLOAPAN",53.73,217,169,"federal",
685,"SAHAGUN - PACHUCA",35.2,217,169,"federal",
686,"SAHAGUN - SANCTORUM",32.28,217,169,"federal",
687,"SAHAGUN - CALPULALPAN",17.82,217,169,"federal",
688,"SAHAGUN - TULANCINGO",11.42,217,169,"federal",
689,"CALPULALPAN-ATLACOMULCO",178.39,217,169,"federal",
690,"CALPULALPAN - ACAMBAY",165.89,217,169,"federal",
691,"CALPULALPAN - JILOTEPEC",138.39,217,169,"federal",
692,"CALPULALPAN - LIVERPOOL",,,169,"federal",
693,"CALPULALPAN - QUERETARO",130.91,217,169,"federal",
694,"CALPULALPAN - TULA II",110.91,217,169,"federal",
695,"CALPULALPAN - TULA I",101.21,217,169,"federal",
696,"CALPULALPAN - ATITALAQUIA",93.73,217,169,"federal",
697,"CALPULALPAN - APAXCO",,,169,"federal",
698,"CALPULALPAN - AJOLOAPAN",71.55,217,169,"federal",
699,"CALPULALPAN - SN MARTIN TEXMELUCAN",41.46,217,169,"federal",
700,"CALPULALPAN - PACHUCA",53.02,217,169,"federal",
701,"CALPULALPAN - TULANCINGO",29.24,217,169,"federal",
702,"CALPULALPAN - SANCTORUM",14.46,217,169,"federal",
703,"CALPULALPAN - SAHAGUN",17.82,217,169,"federal",
704,"SANCTORUM - ATLACOMULCO",192.85,217,169,"federal",
705,"SANCTORUM - ACAMBAY",180.35,217,169,"federal",
706,"SANCTORUM - JILOTEPEC",152.85,217,169,"federal",
707,"SANCTORUM - LIVERPOOL",,,169,"federal",
708,"SANCTORUM - QUERETARO",145.37,217,169,"federal",
709,"SANCTORUM - TULA II",125.37,217,169,"federal",
710,"SANCTORUM - TULA I",115.67,217,169,"federal",
711,"SANCTORUM - ATITALAQUIA",108.19,217,169,"federal",
712,"SANCTORUM - APAXCO",,,169,"federal",
713,"SANCTORUM - AJOLOAPAN",86.01,217,169,"federal",
714,"SANCTORUM - PACHUCA",67.84,217,169,"federal",
715,"SANCTORUM - TULANCINGO",43.7,217,169,"federal",
716,"SANCTORUM - SN MARTIN TEXMELUCAN",27,217,169,"federal",
717,"SANCTORUM - SAHAGUN",32.28,217,169,"federal",
718,"SANCTORUM - CALPULALPAN",14.46,217,169,"federal",
719,"SN MARTIN TEXMELUCAN - ATLACOMULCO",219.85,217,169,"federal",
720,"SN MARTIN TEXMELUCAN - ACAMBAY",207.35,217,169,"federal",
721,"SN MARTIN TEXMELUCAN - JILOTEPEC",179.85,217,169,"federal",
722,"SN MARTIN TEXMELUCAN - LIVERPOOL",,,169,"federal",
723,"SN MARTIN TEXMELUCAN - QUERETARO",172.37,217,169,"federal",
724,"SN MARTIN TEXMELUCAN - TULA II",152.37,217,169,"federal",
725,"SN MARTIN TEXMELUCAN - TULA I",142.67,217,169,"federal",
726,"SN MARTIN TEXMELUCAN - ATITALAQUIA",135.19,217,169,"federal",
727,"SN MARTIN TEXMELUCAN - AJOLOAPAN",113.01,217,169,"federal",
728,"SAN MARTIN TEXMELUCAN - APAXCO",,,169,"federal",
729,"SN MARTIN TEXMELUCAN - PACHUCA",94.48,217,169,"federal",
730,"SN MARTIN TEXMELUCAN - TULANCINGO",70.7,217,169,"federal",
731,"SN MARTIN TEXMELUCAN - SAHAGUN",59.28,217,169,"federal",
732,"SN MARTIN TEXMELUCAN - CALPULALPAN",41.46,217,169,"federal",
733,"SN MARTIN TEXMELUCAN - SANCTORUM",27,217,169,"federal",
734,"SN MARTIN TEXMELUCAN (ABIERTO)",,,169,"federal",
735,"APAXCO - SAN MARTIN TEXMELUCAN",,,169,"federal",
736,"APAXCO - SANCTORUM",,,169,"federal",
737,"APAXCO - ATLACOMULCO",,,169,"federal",
738,"APAXCO - ACAMBAY",,,169,"federal",
739,"APAXCO - CALPULALPAN",,,169,"federal",
740,"APAXCO - SAHAGUN",,,169,"federal",
741,"APAXCO - TULANCINGO",,,169,"federal",
742,"APAXCO - JILOTEPEC",,,169,"federal",
743,"APAXCO - LIVERPOOL",,,169,"federal",
744,"APAXCO - AUT(MEXICO - QUERETARO)",,,169,"federal",
745,"APAXCO - AUT (MEXICO - PACHUCA)",,,169,"federal",
746,"APAXCO - TULA II",,,169,"federal",
747,"APAXCO - TULA I",,,169,"federal",
748,"APAXCO - AJOLOAPAN",,,169,"federal",
749,"APAXCO - ATITALAQUIA",,,169,"federal",
750,"TIJUANA-TECAT Y -LIB. DE TECATE",29.8,119,111,"federal",
751,"ENT.  PASO DEL AGUILA-TIJUANA",17.2,119,111,"federal",
752,"ENT. SANDOVAL - ENT. PASO DEL AGUILA",,,111,"federal",
753,"LIBRAMIENTO DE TECATE",12.25,119,111,"federal",
754,"PLANTA DART-VALLE REDONDO TIJUANA",0,119,111,"federal",
755,"ent. Esperanza-ent sandoval",4.8,119,111,"federal",
756,"CERRILLO - SAN NICOLAS",,,183,"state",
757,"CERRILLO - AYOTUXCO",,,183,"state",
758,"CERRILLO - CHAMAPA AUTOVAN",,,183,"state",
759,"SAN NICOLAS - AYOTUXCO",,,183,"state",
760,"SAN NICOLAS - CHAMAPA AUTOVAN",,,183,"state",
761,"SAN NICOLAS - CERRILLO",,,183,"state",
762,"AYOTUXCO - CHAMAPA AUTOVAN",,,183,"state",
763,"AYOTUXCO - SAN NICOLAS",,,183,"state",
764,"AYOTUXCO - CERRILLO",,,183,"state",
765,"CHAMAPA AUTOVAN - AYOTUXCO",,,183,"state",
766,"CHAMAPA AUTOVAN - SAN NICOLAS",,,183,"state",
767,"CHAMAPA AUTOVAN - CERRILLO",,,183,"state",
768,"AEROPUERTO LOS CABOS-SN. JOSE DEL CABO",20.2,111,112,"federal",
769,"AEROPUERTO LOS CABOS-CABO SAN LUCAS",42.344,111,112,"federal",
770,"SAN JOSE DEL CABO-CABO SAN LUCAS",32.824,111,112,"federal",
771,"SAN JOSE DEL CABO-EL MANGLE",35.54,111,112,"federal",
772,"CABO SAN LUCAS-EL MANGLE",19.684,111,112,"federal",
773,"SAN JOSÉ DEL CABO-CABO REAL",,,112,"federal",
774,"AEROPUERTO LOS CABOS-CABO REAL",,,112,"federal",
775,"AEROPUERTO LOS CABOS-EL MANGLE",45.06,111,112,"federal",
776,"EL MANGLE-CABO REAL",,,112,"federal",
777,"CABO REAL-CABO SAN LUCAS",,,112,"federal",
778,"AEROP. LOS CABOS RETORNO",,,112,"federal",
779,"EL MANGLE RETORNO",,,112,"federal",
780,"CABO SAN LUCAS RETORNO",,,112,"federal",
781,"SAN JOSE DEL CABO RETORNO",,,112,"federal",
782,"RAYÓN-VICENTE GUERRERO",18.2,228,113,"federal",
783,"VICENTE GUERRERO-LA PITAHAYA",50.3,228,113,"federal",
